ORDER_ID,EVENT_TYPE,EVENT_TIMESTAMP,CUSTOMER_ID,RESTAURANT_ID,ORDER_DATE,TOTAL_AMOUNT,STATUS,PAYMENT_METHOD
376,ORDER_CREATED,2025-12-15 18:38:06.836 -0800,1039,204,2025-12-12 00:58:27.836 -0800,522,CANCELLED,DEBIT_CARD
377,ORDER_CREATED,2025-12-23 05:41:26.836 -0800,1018,207,2025-12-15 17:25:43.836 -0800,1416,OUT_FOR_DELIVERY,WALLET
378,ORDER_CREATED,2025-11-25 15:55:57.836 -0800,1093,206,2025-11-28 22:08:03.836 -0800,525,OUT_FOR_DELIVERY,CREDIT_CARD
379,ORDER_CREATED,2025-12-07 17:22:18.836 -0800,1093,215,2025-12-15 05:18:36.836 -0800,528,CONFIRMED,WALLET
380,ORDER_CREATED,2025-12-14 22:05:06.836 -0800,1060,204,2025-12-16 09:37:26.836 -0800,1250,PLACED,UPI
381,ORDER_CREATED,2025-12-22 04:36:18.836 -0800,1037,217,2025-12-03 13:20:56.836 -0800,1434,PREPARING,UPI
382,ORDER_CREATED,2025-12-03 14:18:46.836 -0800,1082,214,2025-12-22 09:31:53.836 -0800,329,PREPARING,CREDIT_CARD
383,ORDER_CREATED,2025-11-28 21:10:56.836 -0800,1046,212,2025-12-18 18:39:27.836 -0800,670,PREPARING,WALLET
384,ORDER_CREATED,2025-12-21 06:11:47.836 -0800,1025,208,2025-12-15 17:52:35.836 -0800,1411,CANCELLED,UPI
385,ORDER_CREATED,2025-12-12 20:24:46.836 -0800,1030,214,2025-11-30 11:30:55.836 -0800,239,DELIVERED,WALLET
386,ORDER_CREATED,2025-12-06 23:29:26.836 -0800,1025,218,2025-12-01 23:46:12.836 -0800,600,PREPARING,DEBIT_CARD
387,ORDER_CREATED,2025-12-21 16:16:06.836 -0800,1060,214,2025-11-24 10:08:15.836 -0800,928,CANCELLED,WALLET
388,ORDER_CREATED,2025-12-02 08:44:43.836 -0800,1066,209,2025-12-11 12:24:16.836 -0800,1088,PLACED,WALLET
389,ORDER_CREATED,2025-12-06 06:32:46.836 -0800,1038,203,2025-11-28 00:56:10.836 -0800,1605,OUT_FOR_DELIVERY,DEBIT_CARD
390,ORDER_CREATED,2025-11-27 16:53:41.836 -0800,1070,202,2025-11-25 04:12:39.836 -0800,1932,OUT_FOR_DELIVERY,DEBIT_CARD
391,ORDER_CREATED,2025-12-18 00:58:14.836 -0800,1001,212,2025-12-02 07:18:15.836 -0800,1586,OUT_FOR_DELIVERY,CREDIT_CARD
392,ORDER_CREATED,2025-12-21 10:42:47.836 -0800,1077,207,2025-11-28 18:34:42.836 -0800,449,DELIVERED,CREDIT_CARD
393,ORDER_CREATED,2025-11-26 02:41:08.836 -0800,1050,203,2025-12-23 23:40:04.836 -0800,959,CONFIRMED,WALLET
394,ORDER_CREATED,2025-11-30 18:33:24.836 -0800,1051,209,2025-12-03 11:17:18.836 -0800,483,CONFIRMED,UPI
395,ORDER_CREATED,2025-12-02 04:50:01.836 -0800,1099,216,2025-12-08 11:10:42.836 -0800,1222,PREPARING,CASH_ON_DELIVERY
396,ORDER_CREATED,2025-12-14 19:02:00.836 -0800,1079,220,2025-11-28 01:20:53.836 -0800,1969,DELIVERED,CASH_ON_DELIVERY
397,ORDER_CREATED,2025-12-02 17:52:10.836 -0800,1016,219,2025-11-26 06:52:42.836 -0800,118,DELIVERED,UPI
398,ORDER_CREATED,2025-11-26 07:51:31.836 -0800,1026,209,2025-12-15 21:08:43.836 -0800,765,PLACED,WALLET
399,ORDER_CREATED,2025-12-17 05:38:21.836 -0800,1082,219,2025-12-06 10:14:14.836 -0800,127,CONFIRMED,WALLET
400,ORDER_CREATED,2025-12-17 11:18:24.836 -0800,1051,202,2025-12-13 07:19:01.836 -0800,749,CONFIRMED,WALLET
401,ORDER_CREATED,2025-11-26 17:33:13.836 -0800,1002,212,2025-12-13 06:15:18.836 -0800,1502,CANCELLED,CREDIT_CARD
402,ORDER_CREATED,2025-11-29 07:44:27.836 -0800,1054,201,2025-11-27 04:38:06.836 -0800,638,OUT_FOR_DELIVERY,CASH_ON_DELIVERY
403,ORDER_CREATED,2025-12-10 21:51:27.836 -0800,1083,207,2025-11-28 15:21:43.836 -0800,273,DELIVERED,CASH_ON_DELIVERY
404,ORDER_CREATED,2025-12-02 15:52:46.836 -0800,1036,215,2025-11-24 03:56:51.836 -0800,492,PREPARING,CASH_ON_DELIVERY
405,ORDER_CREATED,2025-11-24 10:40:37.836 -0800,1048,211,2025-12-07 17:35:18.836 -0800,869,CONFIRMED,UPI
406,ORDER_CREATED,2025-12-17 23:52:32.836 -0800,1006,219,2025-12-12 21:28:36.836 -0800,998,OUT_FOR_DELIVERY,WALLET
407,ORDER_CREATED,2025-12-01 16:47:58.836 -0800,1006,220,2025-12-13 13:22:15.836 -0800,542,PREPARING,DEBIT_CARD
408,ORDER_CREATED,2025-12-10 07:40:42.836 -0800,1011,207,2025-11-25 12:23:57.836 -0800,363,DELIVERED,DEBIT_CARD
409,ORDER_CREATED,2025-12-23 02:01:17.836 -0800,1100,207,2025-11-28 01:25:30.836 -0800,1373,CONFIRMED,UPI
410,ORDER_CREATED,2025-12-01 00:01:39.836 -0800,1066,212,2025-12-14 05:40:58.836 -0800,1390,PLACED,CREDIT_CARD
411,ORDER_CREATED,2025-11-27 03:12:42.836 -0800,1006,218,2025-12-02 09:40:14.836 -0800,271,PREPARING,CASH_ON_DELIVERY
412,ORDER_CREATED,2025-12-02 11:32:42.836 -0800,1082,204,2025-12-04 20:41:56.836 -0800,1702,OUT_FOR_DELIVERY,UPI
413,ORDER_CREATED,2025-11-30 10:43:03.836 -0800,1059,216,2025-12-08 17:41:34.836 -0800,1648,DELIVERED,CREDIT_CARD
414,ORDER_CREATED,2025-12-21 08:22:55.836 -0800,1029,210,2025-12-15 00:49:42.836 -0800,1790,PLACED,UPI
415,ORDER_CREATED,2025-12-14 14:22:11.836 -0800,1013,220,2025-11-26 12:32:22.836 -0800,1811,CANCELLED,CREDIT_CARD
416,ORDER_CREATED,2025-12-22 03:15:18.836 -0800,1014,203,2025-12-19 13:35:14.836 -0800,991,OUT_FOR_DELIVERY,WALLET
417,ORDER_CREATED,2025-12-01 11:12:53.836 -0800,1006,205,2025-12-23 11:07:35.836 -0800,655,CANCELLED,DEBIT_CARD
418,ORDER_CREATED,2025-12-04 04:30:37.836 -0800,1069,211,2025-12-02 21:30:23.836 -0800,1414,DELIVERED,CASH_ON_DELIVERY
419,ORDER_CREATED,2025-12-16 15:56:21.836 -0800,1082,203,2025-11-25 17:27:08.836 -0800,1169,OUT_FOR_DELIVERY,WALLET
420,ORDER_CREATED,2025-11-30 05:34:55.836 -0800,1043,203,2025-12-01 06:57:58.836 -0800,538,PREPARING,DEBIT_CARD
421,ORDER_CREATED,2025-11-26 05:17:16.836 -0800,1012,218,2025-12-01 21:32:48.836 -0800,585,PREPARING,CREDIT_CARD
422,ORDER_CREATED,2025-12-17 05:00:33.836 -0800,1065,220,2025-12-09 10:25:17.836 -0800,829,CANCELLED,UPI
423,ORDER_CREATED,2025-12-22 13:18:04.836 -0800,1007,213,2025-11-25 00:40:22.836 -0800,297,DELIVERED,DEBIT_CARD
424,ORDER_CREATED,2025-12-04 00:48:28.836 -0800,1087,209,2025-12-14 23:52:54.836 -0800,772,CONFIRMED,WALLET
425,ORDER_CREATED,2025-12-20 06:56:21.836 -0800,1041,206,2025-12-10 20:03:05.836 -0800,768,OUT_FOR_DELIVERY,UPI
426,ORDER_CREATED,2025-12-16 16:57:24.836 -0800,1049,217,2025-12-19 20:29:03.836 -0800,434,CANCELLED,CREDIT_CARD
427,ORDER_CREATED,2025-12-05 20:57:35.836 -0800,1075,206,2025-12-16 21:23:21.836 -0800,1353,CONFIRMED,WALLET
428,ORDER_CREATED,2025-12-04 14:59:17.836 -0800,1050,217,2025-12-14 19:28:26.836 -0800,1839,CANCELLED,UPI
429,ORDER_CREATED,2025-12-22 03:27:57.836 -0800,1078,204,2025-12-16 13:57:03.836 -0800,1545,CANCELLED,UPI
430,ORDER_CREATED,2025-12-11 10:35:46.836 -0800,1084,215,2025-12-15 08:52:16.836 -0800,277,PLACED,WALLET
431,ORDER_CREATED,2025-11-29 15:07:50.836 -0800,1018,201,2025-12-10 14:12:33.836 -0800,1493,PREPARING,CASH_ON_DELIVERY
432,ORDER_CREATED,2025-12-21 01:52:40.836 -0800,1011,207,2025-12-21 10:32:54.836 -0800,189,OUT_FOR_DELIVERY,DEBIT_CARD
433,ORDER_CREATED,2025-12-08 09:59:21.836 -0800,1065,212,2025-11-30 10:43:39.836 -0800,1820,CANCELLED,UPI
434,ORDER_CREATED,2025-11-30 11:51:09.836 -0800,1038,208,2025-12-02 18:17:49.836 -0800,516,DELIVERED,UPI
435,ORDER_CREATED,2025-12-06 13:55:09.836 -0800,1054,213,2025-12-16 14:57:35.836 -0800,1810,CONFIRMED,UPI
436,ORDER_CREATED,2025-12-09 12:38:42.836 -0800,1048,219,2025-12-19 05:31:51.836 -0800,215,CONFIRMED,CASH_ON_DELIVERY
437,ORDER_CREATED,2025-12-23 00:11:42.836 -0800,1065,220,2025-12-01 19:28:29.836 -0800,1342,CANCELLED,WALLET
438,ORDER_CREATED,2025-12-10 22:37:48.836 -0800,1094,212,2025-11-24 04:06:12.836 -0800,855,CANCELLED,CASH_ON_DELIVERY
439,ORDER_CREATED,2025-12-17 06:25:48.836 -0800,1072,205,2025-12-11 21:28:36.836 -0800,636,CANCELLED,CREDIT_CARD
440,ORDER_CREATED,2025-11-26 09:09:05.836 -0800,1090,204,2025-11-30 02:46:30.836 -0800,458,OUT_FOR_DELIVERY,DEBIT_CARD
441,ORDER_CREATED,2025-12-05 21:32:35.836 -0800,1052,205,2025-12-15 18:03:30.836 -0800,598,CANCELLED,DEBIT_CARD
442,ORDER_CREATED,2025-12-14 05:14:35.836 -0800,1011,212,2025-12-03 08:43:45.836 -0800,810,PLACED,UPI
443,ORDER_CREATED,2025-12-21 21:12:38.836 -0800,1076,216,2025-12-04 19:07:32.836 -0800,398,DELIVERED,WALLET
444,ORDER_CREATED,2025-12-19 02:47:33.836 -0800,1029,218,2025-12-06 03:58:54.836 -0800,1048,PREPARING,CREDIT_CARD
445,ORDER_CREATED,2025-12-21 04:10:27.836 -0800,1012,215,2025-11-27 08:28:20.836 -0800,1962,CONFIRMED,CASH_ON_DELIVERY
446,ORDER_CREATED,2025-12-15 15:04:17.836 -0800,1077,219,2025-12-09 00:17:56.836 -0800,480,DELIVERED,UPI
447,ORDER_CREATED,2025-12-15 14:17:16.836 -0800,1053,201,2025-12-18 07:03:12.836 -0800,1055,PREPARING,WALLET
448,ORDER_CREATED,2025-12-09 22:44:07.836 -0800,1034,215,2025-12-10 12:53:34.836 -0800,1742,PLACED,CASH_ON_DELIVERY
449,ORDER_CREATED,2025-12-06 08:27:53.836 -0800,1012,205,2025-12-22 17:47:57.836 -0800,1137,DELIVERED,WALLET
450,ORDER_CREATED,2025-11-27 19:24:09.836 -0800,1036,218,2025-12-14 16:49:07.836 -0800,965,DELIVERED,DEBIT_CARD
451,ORDER_CREATED,2025-11-27 02:51:45.836 -0800,1081,202,2025-12-05 09:13:27.836 -0800,1273,PREPARING,UPI
452,ORDER_CREATED,2025-12-11 20:24:19.836 -0800,1051,220,2025-12-19 03:44:36.836 -0800,956,CONFIRMED,CASH_ON_DELIVERY
453,ORDER_CREATED,2025-12-01 22:39:51.836 -0800,1035,213,2025-12-13 07:50:11.836 -0800,962,PLACED,WALLET
454,ORDER_CREATED,2025-12-18 01:48:47.836 -0800,1095,206,2025-12-15 18:09:21.836 -0800,642,CANCELLED,CREDIT_CARD
455,ORDER_CREATED,2025-12-18 04:09:26.836 -0800,1014,212,2025-12-10 03:12:13.836 -0800,1690,OUT_FOR_DELIVERY,CREDIT_CARD
456,ORDER_CREATED,2025-12-06 04:25:36.836 -0800,1089,219,2025-12-22 07:56:04.836 -0800,1798,CANCELLED,CREDIT_CARD
457,ORDER_CREATED,2025-12-13 22:57:10.836 -0800,1020,205,2025-12-21 07:37:24.836 -0800,237,OUT_FOR_DELIVERY,WALLET
458,ORDER_CREATED,2025-11-24 05:36:51.836 -0800,1014,208,2025-12-02 15:59:00.836 -0800,1523,DELIVERED,WALLET
459,ORDER_CREATED,2025-12-11 06:46:32.836 -0800,1032,215,2025-12-09 12:06:39.836 -0800,1527,OUT_FOR_DELIVERY,WALLET
460,ORDER_CREATED,2025-12-23 06:32:07.836 -0800,1098,210,2025-11-24 04:15:31.836 -0800,636,OUT_FOR_DELIVERY,CASH_ON_DELIVERY
461,ORDER_CREATED,2025-11-29 00:55:45.836 -0800,1098,212,2025-12-15 08:07:27.836 -0800,280,PREPARING,CASH_ON_DELIVERY
462,ORDER_CREATED,2025-12-05 12:46:50.836 -0800,1089,208,2025-12-18 12:52:54.836 -0800,475,PLACED,CREDIT_CARD
463,ORDER_CREATED,2025-12-20 05:39:53.836 -0800,1052,215,2025-12-22 19:53:28.836 -0800,998,CANCELLED,UPI
464,ORDER_CREATED,2025-12-06 22:56:35.836 -0800,1020,201,2025-12-23 03:52:36.836 -0800,461,DELIVERED,WALLET
465,ORDER_CREATED,2025-12-20 06:51:53.836 -0800,1069,209,2025-12-05 20:50:48.836 -0800,567,DELIVERED,UPI
466,ORDER_CREATED,2025-11-24 02:29:44.836 -0800,1084,219,2025-12-04 07:38:30.836 -0800,868,CONFIRMED,DEBIT_CARD
467,ORDER_CREATED,2025-11-24 04:01:59.836 -0800,1040,215,2025-12-21 04:47:21.836 -0800,1027,OUT_FOR_DELIVERY,CREDIT_CARD
468,ORDER_CREATED,2025-12-12 21:47:10.836 -0800,1058,202,2025-12-09 15:08:42.836 -0800,741,CONFIRMED,UPI
469,ORDER_CREATED,2025-12-19 21:52:08.836 -0800,1032,208,2025-11-29 09:46:29.836 -0800,1831,CONFIRMED,CREDIT_CARD
470,ORDER_CREATED,2025-12-11 06:30:05.836 -0800,1027,220,2025-11-29 00:07:38.836 -0800,928,OUT_FOR_DELIVERY,UPI
471,ORDER_CREATED,2025-12-19 08:06:13.836 -0800,1053,206,2025-12-21 04:57:52.836 -0800,987,PREPARING,CASH_ON_DELIVERY
472,ORDER_CREATED,2025-12-12 04:54:16.836 -0800,1067,209,2025-11-30 12:06:23.836 -0800,841,DELIVERED,UPI
473,ORDER_CREATED,2025-11-29 08:21:18.836 -0800,1080,212,2025-12-17 19:14:04.836 -0800,1818,PREPARING,UPI
474,ORDER_CREATED,2025-12-18 02:59:28.836 -0800,1011,218,2025-12-03 00:19:26.836 -0800,597,PLACED,CASH_ON_DELIVERY
475,ORDER_CREATED,2025-11-26 05:28:03.836 -0800,1011,215,2025-11-27 04:29:53.836 -0800,813,PREPARING,DEBIT_CARD
476,ORDER_CREATED,2025-12-01 00:51:41.836 -0800,1049,206,2025-12-10 12:24:41.836 -0800,1054,PREPARING,WALLET
477,ORDER_CREATED,2025-11-30 01:21:36.836 -0800,1013,210,2025-11-25 07:45:32.836 -0800,1612,OUT_FOR_DELIVERY,WALLET
478,ORDER_CREATED,2025-12-01 06:39:48.836 -0800,1002,208,2025-12-19 10:43:53.836 -0800,335,OUT_FOR_DELIVERY,DEBIT_CARD
479,ORDER_CREATED,2025-11-28 10:25:28.836 -0800,1023,216,2025-11-27 23:16:50.836 -0800,1403,PREPARING,CREDIT_CARD
480,ORDER_CREATED,2025-12-10 09:14:20.836 -0800,1060,209,2025-12-14 16:35:07.836 -0800,1732,PREPARING,CREDIT_CARD
481,ORDER_CREATED,2025-11-27 10:48:33.836 -0800,1064,216,2025-12-11 20:08:35.836 -0800,1696,OUT_FOR_DELIVERY,WALLET
482,ORDER_CREATED,2025-12-02 06:12:48.836 -0800,1015,202,2025-12-17 07:02:11.836 -0800,790,OUT_FOR_DELIVERY,WALLET
483,ORDER_CREATED,2025-11-24 02:03:53.836 -0800,1062,204,2025-12-11 07:50:29.836 -0800,1949,OUT_FOR_DELIVERY,WALLET
484,ORDER_CREATED,2025-12-10 09:08:38.836 -0800,1017,213,2025-12-20 02:19:26.836 -0800,670,DELIVERED,DEBIT_CARD
485,ORDER_CREATED,2025-12-23 00:24:45.836 -0800,1063,208,2025-12-15 07:06:22.836 -0800,938,DELIVERED,DEBIT_CARD
486,ORDER_CREATED,2025-12-20 02:47:28.836 -0800,1070,212,2025-12-02 09:19:51.836 -0800,1510,PLACED,WALLET
487,ORDER_CREATED,2025-12-04 13:54:13.836 -0800,1062,202,2025-12-05 15:43:39.836 -0800,1062,DELIVERED,CREDIT_CARD
488,ORDER_CREATED,2025-12-07 11:12:37.836 -0800,1075,215,2025-12-22 15:32:46.836 -0800,275,DELIVERED,UPI
489,ORDER_CREATED,2025-12-22 15:43:25.836 -0800,1096,204,2025-12-23 15:06:24.836 -0800,500,OUT_FOR_DELIVERY,UPI
490,ORDER_CREATED,2025-12-04 01:12:15.836 -0800,1073,214,2025-12-16 04:48:24.836 -0800,1269,DELIVERED,WALLET
491,ORDER_CREATED,2025-12-16 01:39:57.836 -0800,1094,204,2025-12-15 07:14:15.836 -0800,1207,OUT_FOR_DELIVERY,UPI
492,ORDER_CREATED,2025-12-19 00:51:09.836 -0800,1028,220,2025-12-21 03:12:37.836 -0800,1503,OUT_FOR_DELIVERY,WALLET
493,ORDER_CREATED,2025-12-19 08:00:22.836 -0800,1070,207,2025-11-24 05:12:34.836 -0800,837,OUT_FOR_DELIVERY,UPI
494,ORDER_CREATED,2025-11-27 03:15:38.836 -0800,1006,202,2025-12-06 02:27:51.836 -0800,186,PLACED,CREDIT_CARD
495,ORDER_CREATED,2025-12-19 08:06:59.836 -0800,1007,201,2025-12-11 20:23:00.836 -0800,1604,CANCELLED,DEBIT_CARD
496,ORDER_CREATED,2025-12-05 05:41:10.836 -0800,1050,218,2025-12-19 05:14:06.836 -0800,1203,CONFIRMED,CREDIT_CARD
497,ORDER_CREATED,2025-12-19 05:46:30.836 -0800,1001,203,2025-12-01 21:13:10.836 -0800,1541,PREPARING,DEBIT_CARD
498,ORDER_CREATED,2025-12-14 00:06:48.836 -0800,1027,214,2025-12-14 22:03:18.836 -0800,1100,OUT_FOR_DELIVERY,WALLET
499,ORDER_CREATED,2025-12-16 13:43:14.836 -0800,1063,211,2025-12-08 05:20:48.836 -0800,1545,CONFIRMED,UPI
500,ORDER_CREATED,2025-11-28 03:19:19.836 -0800,1064,215,2025-12-01 05:09:45.836 -0800,1915,OUT_FOR_DELIVERY,WALLET
501,ORDER_CREATED,2025-12-04 21:28:35.836 -0800,1025,218,2025-12-11 16:31:40.836 -0800,539,PLACED,DEBIT_CARD
502,ORDER_CREATED,2025-12-18 14:05:17.836 -0800,1092,210,2025-12-03 01:13:44.836 -0800,188,DELIVERED,CREDIT_CARD
503,ORDER_CREATED,2025-12-14 06:43:25.836 -0800,1040,209,2025-12-21 16:38:12.836 -0800,183,OUT_FOR_DELIVERY,DEBIT_CARD
504,ORDER_CREATED,2025-12-03 12:46:51.836 -0800,1020,220,2025-12-17 03:31:34.836 -0800,372,DELIVERED,DEBIT_CARD
505,ORDER_CREATED,2025-12-13 09:42:16.836 -0800,1080,202,2025-12-23 07:09:43.836 -0800,566,PLACED,CREDIT_CARD
506,ORDER_CREATED,2025-12-02 09:13:28.836 -0800,1088,204,2025-11-28 20:52:09.836 -0800,809,OUT_FOR_DELIVERY,DEBIT_CARD
507,ORDER_CREATED,2025-11-28 13:25:15.836 -0800,1001,211,2025-12-01 09:36:44.836 -0800,1009,CONFIRMED,CREDIT_CARD
508,ORDER_CREATED,2025-12-03 13:26:22.836 -0800,1012,210,2025-12-04 09:33:52.836 -0800,681,CANCELLED,CASH_ON_DELIVERY
509,ORDER_CREATED,2025-12-08 02:51:00.836 -0800,1019,208,2025-11-26 13:32:03.836 -0800,1250,CONFIRMED,UPI
510,ORDER_CREATED,2025-11-30 07:12:48.836 -0800,1019,210,2025-12-18 00:14:11.836 -0800,1576,CONFIRMED,CREDIT_CARD
511,ORDER_CREATED,2025-12-11 07:34:37.836 -0800,1047,213,2025-12-18 01:40:05.836 -0800,1226,CONFIRMED,DEBIT_CARD
512,ORDER_CREATED,2025-12-07 06:36:30.836 -0800,1010,204,2025-12-11 13:00:02.836 -0800,1805,PREPARING,DEBIT_CARD
513,ORDER_CREATED,2025-11-25 20:41:25.836 -0800,1025,203,2025-12-18 06:18:58.836 -0800,459,CANCELLED,UPI
514,ORDER_CREATED,2025-12-07 03:14:04.836 -0800,1021,211,2025-12-14 04:25:45.836 -0800,1544,CONFIRMED,DEBIT_CARD
515,ORDER_CREATED,2025-12-13 07:44:43.836 -0800,1084,209,2025-12-06 17:27:45.836 -0800,1388,PLACED,UPI
516,ORDER_CREATED,2025-12-14 14:14:29.836 -0800,1030,213,2025-12-08 03:19:30.836 -0800,363,CANCELLED,CASH_ON_DELIVERY
517,ORDER_CREATED,2025-11-25 22:19:05.836 -0800,1067,215,2025-12-21 21:53:37.836 -0800,554,CANCELLED,DEBIT_CARD
518,ORDER_CREATED,2025-12-16 13:26:20.836 -0800,1083,202,2025-12-13 14:31:21.836 -0800,1606,PREPARING,CREDIT_CARD
519,ORDER_CREATED,2025-12-02 23:19:16.836 -0800,1001,206,2025-11-27 12:23:27.836 -0800,843,CANCELLED,CREDIT_CARD
520,ORDER_CREATED,2025-12-04 22:27:54.836 -0800,1016,210,2025-12-10 20:31:40.836 -0800,1922,PLACED,WALLET
521,ORDER_CREATED,2025-12-18 22:30:53.836 -0800,1052,204,2025-11-27 14:29:22.836 -0800,150,CONFIRMED,CASH_ON_DELIVERY
522,ORDER_CREATED,2025-12-07 22:57:18.836 -0800,1022,210,2025-12-07 10:35:24.836 -0800,165,PREPARING,WALLET
523,ORDER_CREATED,2025-11-29 08:16:46.836 -0800,1077,205,2025-12-22 12:14:45.836 -0800,1241,OUT_FOR_DELIVERY,WALLET
524,ORDER_CREATED,2025-11-24 16:59:06.836 -0800,1080,217,2025-12-21 21:21:41.836 -0800,130,PREPARING,UPI
525,ORDER_CREATED,2025-12-06 05:12:47.836 -0800,1014,201,2025-11-29 07:43:07.836 -0800,1626,OUT_FOR_DELIVERY,CASH_ON_DELIVERY
526,ORDER_CREATED,2025-12-07 01:36:46.836 -0800,1005,212,2025-12-16 20:42:25.836 -0800,698,PLACED,DEBIT_CARD
527,ORDER_CREATED,2025-12-05 18:21:25.836 -0800,1079,209,2025-11-24 07:41:04.836 -0800,1218,CANCELLED,CREDIT_CARD
528,ORDER_CREATED,2025-12-01 15:12:48.836 -0800,1004,209,2025-12-12 10:36:01.836 -0800,1453,OUT_FOR_DELIVERY,DEBIT_CARD
529,ORDER_CREATED,2025-12-01 17:22:55.836 -0800,1058,211,2025-12-20 21:59:10.836 -0800,183,CANCELLED,CREDIT_CARD
530,ORDER_CREATED,2025-12-24 01:32:40.836 -0800,1067,219,2025-12-16 20:02:22.836 -0800,925,CANCELLED,UPI
531,ORDER_CREATED,2025-12-03 02:51:14.836 -0800,1053,208,2025-12-13 14:15:17.836 -0800,324,CONFIRMED,WALLET
532,ORDER_CREATED,2025-12-02 10:22:54.836 -0800,1074,208,2025-12-03 18:43:07.836 -0800,526,DELIVERED,DEBIT_CARD
533,ORDER_CREATED,2025-12-02 22:36:19.836 -0800,1082,208,2025-12-05 04:04:16.836 -0800,325,DELIVERED,CREDIT_CARD
534,ORDER_CREATED,2025-12-09 06:52:55.836 -0800,1067,202,2025-12-06 08:24:38.836 -0800,1873,CANCELLED,DEBIT_CARD
535,ORDER_CREATED,2025-12-03 23:21:13.836 -0800,1079,217,2025-12-05 19:24:54.836 -0800,1157,DELIVERED,CREDIT_CARD
536,ORDER_CREATED,2025-12-23 19:53:10.836 -0800,1085,207,2025-12-15 08:35:07.836 -0800,1996,OUT_FOR_DELIVERY,CREDIT_CARD
537,ORDER_CREATED,2025-12-21 06:27:14.836 -0800,1068,213,2025-12-17 21:41:57.836 -0800,1153,OUT_FOR_DELIVERY,CREDIT_CARD
538,ORDER_CREATED,2025-12-17 01:34:05.836 -0800,1011,216,2025-12-02 00:54:50.836 -0800,1319,OUT_FOR_DELIVERY,WALLET
539,ORDER_CREATED,2025-11-29 03:10:53.836 -0800,1062,202,2025-12-20 14:51:23.836 -0800,873,CANCELLED,WALLET
540,ORDER_CREATED,2025-12-16 08:08:18.836 -0800,1016,212,2025-12-21 21:55:24.836 -0800,1262,PREPARING,UPI
541,ORDER_CREATED,2025-12-22 03:13:43.836 -0800,1094,203,2025-12-16 00:24:14.836 -0800,1808,CONFIRMED,CREDIT_CARD
542,ORDER_CREATED,2025-12-23 18:34:02.836 -0800,1078,213,2025-11-28 09:55:47.836 -0800,642,CONFIRMED,CREDIT_CARD
543,ORDER_CREATED,2025-12-09 12:04:01.836 -0800,1025,216,2025-12-02 07:18:50.836 -0800,1604,DELIVERED,UPI
544,ORDER_CREATED,2025-12-17 14:32:02.836 -0800,1062,205,2025-12-17 17:19:25.836 -0800,1458,PLACED,WALLET
545,ORDER_CREATED,2025-12-07 07:58:33.836 -0800,1023,211,2025-12-05 19:08:06.836 -0800,563,DELIVERED,CREDIT_CARD
546,ORDER_CREATED,2025-11-29 01:47:36.836 -0800,1008,213,2025-12-07 02:17:32.836 -0800,425,CONFIRMED,DEBIT_CARD
547,ORDER_CREATED,2025-12-17 01:18:49.836 -0800,1051,220,2025-11-27 04:22:37.836 -0800,251,CANCELLED,CASH_ON_DELIVERY
548,ORDER_CREATED,2025-12-02 09:35:46.836 -0800,1090,219,2025-12-06 07:52:15.836 -0800,862,PREPARING,CREDIT_CARD
549,ORDER_CREATED,2025-12-11 16:33:22.836 -0800,1092,213,2025-11-25 23:53:43.836 -0800,1983,CONFIRMED,CASH_ON_DELIVERY
550,ORDER_CREATED,2025-12-13 23:45:00.836 -0800,1008,207,2025-12-01 20:19:45.836 -0800,445,CANCELLED,WALLET
551,ORDER_CREATED,2025-12-15 23:56:42.836 -0800,1074,207,2025-12-05 23:42:50.836 -0800,604,OUT_FOR_DELIVERY,UPI
552,ORDER_CREATED,2025-12-10 17:21:37.836 -0800,1074,211,2025-11-28 04:21:10.836 -0800,1763,OUT_FOR_DELIVERY,CREDIT_CARD
553,ORDER_CREATED,2025-12-17 14:50:59.836 -0800,1020,213,2025-12-21 12:39:59.836 -0800,1182,CANCELLED,DEBIT_CARD
554,ORDER_CREATED,2025-12-03 23:39:45.836 -0800,1054,214,2025-12-23 06:57:36.836 -0800,1131,PLACED,CASH_ON_DELIVERY
555,ORDER_CREATED,2025-11-29 22:34:51.836 -0800,1059,206,2025-12-09 16:35:59.836 -0800,610,OUT_FOR_DELIVERY,UPI
556,ORDER_CREATED,2025-12-01 22:35:22.836 -0800,1020,209,2025-12-16 18:09:55.836 -0800,1442,DELIVERED,DEBIT_CARD
557,ORDER_CREATED,2025-11-30 13:31:28.836 -0800,1015,204,2025-12-09 06:46:57.836 -0800,745,PREPARING,DEBIT_CARD
558,ORDER_CREATED,2025-12-07 05:51:49.836 -0800,1023,204,2025-12-17 09:45:01.836 -0800,1899,PREPARING,WALLET
559,ORDER_CREATED,2025-12-01 19:56:16.836 -0800,1084,216,2025-12-10 11:03:02.836 -0800,711,PLACED,UPI
560,ORDER_CREATED,2025-12-18 06:52:48.836 -0800,1038,204,2025-12-23 17:13:27.836 -0800,1738,CANCELLED,CASH_ON_DELIVERY
561,ORDER_CREATED,2025-11-25 03:30:07.836 -0800,1005,204,2025-12-21 20:10:38.836 -0800,1471,DELIVERED,WALLET
562,ORDER_CREATED,2025-12-19 11:04:00.836 -0800,1001,211,2025-12-16 23:38:19.836 -0800,961,PREPARING,CREDIT_CARD
